Node_id\/--num_app_nodes->,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,331.8441,330.2183,329.1417,328.2796,327.4862,326.5105,325.6037,325.2511,324.7231,324.1794,323.9151,323.5932,323.1122,323.0086,322.7599,322.8102,322.2665,322.2876,322.2293,322.0748,321.9259,321.8546,321.7844,321.6475
1,322.4876,306.243,291.9219,283.1579,271.1143,261.456,252.4892,242.848,235.0698,230.0196,227.17,224.5012,221.1791,218.3891,214.7196,214.6646,210.5949,210.5633,211.7003,203.3921,201.6678,199.9725,200.6706,198.3133
2,331.0126,326.4489,316.4977,305.3292,302.4101,297.1059,291.5344,290.9686,285.0615,279.4055,274.6888,270.2209,268.7347,267.2325,261.7318,261.1816,260.3449,257.6224,258.7067,254.0837,252.6141,253.7145,247.1517,240.3204
3,331.4893,327.1577,322.5855,316.6713,318.3445,312.9356,309.2343,305.112,305.6516,305.0644,301.2085,298.7273,298.7488,300.1637,297.6157,297.2289,297.3414,296.0989,293.9967,287.0763,286.5443,287.2016,284.2708,278.6583
4,332.7945,331.6387,327.537,320.5523,323.6507,317.9702,315.4691,315.5712,318.7802,317.8853,317.3014,318.1125,319.3433,318.7073,318.4228,318.2933,318.4532,319.8096,317.1604,311.0768,308.9027,311.8608,313.1512,306.152
5,316.8585,299.8125,286.3866,277.9172,271.5716,262.7834,257.1967,250.8347,246.6847,240.6133,237.6635,235.2207,232.4419,229.7649,227.4967,221.1831,216.9337,218.047,211.6191,208.7111,204.1025,204.9678,203.6214,200.8999
6,321.4736,303.713,293.0537,288.8343,281.7815,266.3705,258.8863,252.9652,251.2148,242.7433,236.5154,234.3671,228.7471,228.3822,225.7541,227.0588,225.6053,221.5305,223.3304,213.4218,212.263,213.1703,212.7008,209.3325
7,327.1291,313.4518,311.5526,302.9177,302.8393,288.7114,273.6684,274.6489,271.1813,271.4534,267.2667,258.4243,253.0736,251.1278,249.0474,247.6582,243.4415,243.1672,242.3384,239.9401,234.5578,238.53,237.985,228.4519
8,329.7355,322.2787,318.5274,314.3388,312.8452,305.01,292.9277,292.8563,295.6059,291.5962,291.563,281.7439,280.6179,287.2842,285.3852,277.9751,274.4007,266.9109,272.3378,266.7347,266.3191,270.4413,267.4461,264.7205
9,331.0411,329.5994,326.7409,325.6743,326.7816,324.8604,316.782,317.779,319.5972,316.9437,317.721,319.3375,317.1397,322.8442,320.6398,317.993,315.9165,316.8543,316.3645,308.9911,306.8313,310.909,313.2103,306.3113
10,326.4901,318.0032,314.9907,307.1965,299.8279,292.5259,291.1009,289.6348,280.8109,274.366,272.9658,270.4723,265.7221,262.4172,256.433,255.2337,249.3191,249.9566,247.1188,245.3874,245.0897,242.1434,240.8766,238.1709
11,324.409,313.1332,305.4358,302.4491,296.1118,294.3912,296.3495,292.831,293.1478,288.0891,279.0674,282.0569,274.7497,276.4252,274.4952,274.2037,273.8,273.1692,276.5053,273.7821,274.4664,274.1627,265.3766,259.1826
12,328.1936,317.268,320.3483,314.8028,311.8231,305.1245,303.8009,304.4041,301.5876,302.7494,293.4438,293.6803,287.6492,292.2334,290.9389,288.2972,284.4567,286.4394,282.2233,283.9865,283.7695,280.0808,276.1302,268.1988
13,329.8763,323.3249,320.7616,319.3236,317.7403,312.3071,304.9732,308.9264,309.5571,305.2312,306.2612,299.9988,303.3135,310.0675,307.7883,295.1281,289.7193,285.2376,288.8717,283.1017,286.6572,287.7166,284.5476,283.9559
14,331.8613,331.5974,331.0226,330.6926,330.4377,326.6824,321.6006,322.1001,321.3565,321.8032,321.459,317.245,317.5833,320.852,320.8134,312.5568,313.2351,314.3569,315.164,312.8532,310.4828,313.229,312.9879,311.3929
15,331.1356,331.3444,326.688,320.9209,318.2552,315.3687,313.4707,313.5759,307.4025,304.3452,304.2157,301.8192,295.261,289.3481,288.2143,288.8772,286.2533,286.1557,280.6449,281.6342,277.8296,279.748,278.9307,278.5519
16,329.342,320.7415,316.725,313.7508,313.3359,308.9521,311.8528,308.1914,313.1244,311.2912,309.3737,308.6318,305.9626,304.5565,304.6749,306.0952,302.1249,302.1626,303.5456,300.6141,301.2501,305.4032,297.9893,288.6762
17,330.0356,324.1762,325.1366,325.3282,323.4063,321.4474,320.056,320.699,317.5453,316.1782,305.2411,310.9501,303.1208,307.7178,306.6739,309.8103,301.9236,303.7462,303.4887,304.003,305.0075,307.1646,303.7273,301.1706
18,330.2191,326.4955,326.3282,325.8675,325.8321,323.9962,321.8912,324.9502,324.5845,321.9248,320.0233,320.5076,321.5495,322.9246,319.9562,315.9009,311.6218,310.0058,314.1357,310.6649,311.0412,313.9833,313.2886,310.0123
19,330.8759,330.7909,330.387,330.3565,330.1018,326.4966,324.8217,325.7013,325.0288,325.2876,328.0212,322.9628,322.5084,324.9103,323.8761,319.7912,321.1929,321.6923,322.8279,321.3894,321.7782,323.3098,320.2452,322.6621
20,332.8156,332.774,332.7647,325.242,321.5201,318.4362,315.6983,316.1619,316.9924,316.8918,316.7399,314.507,312.2818,308.6921,309.6333,309.4897,310.3237,309.945,304.6597,305.4769,306.0363,307.1543,306.6364,307.4498
21,331.0889,326.7872,327.6013,326.2393,324.2344,322.5023,321.493,322.1434,321.6214,322.7255,321.959,322.3339,321.1575,319.1918,321.3255,322.516,316.6275,316.8386,319.8727,317.4392,315.3488,318.5192,317.1982,312.4291
22,331.8357,326.6071,327.7776,327.7159,326.2114,324.6459,323.4555,324.5526,320.5836,320.2861,314.6784,319.4503,315.1823,316.809,318.391,321.0524,316.8503,318.9332,317.444,318.0095,319.2398,318.1646,317.1424,319.1094
23,331.6111,331.4466,331.5003,331.0819,330.8055,329.2145,329.5093,330.9054,329.2026,326.9508,323.9286,326.7162,326.477,326.9701,326.3027,326.1764,323.0994,324.7218,326.0077,325.3521,325.9326,326.5051,325.9996,325.2425
24,332.7998,332.7401,332.6599,332.6203,332.5487,330.6822,331.123,332.3924,331.6435,329.1282,328.5911,330.5178,329.5816,330.3354,330.5669,329.4919,327.332,329.8217,329.4458,329.4953,328.1181,328.7445,328.736,329.5155
